gender,age,income,year_joined,received-to-viewed-ratio,received-to-completed-ratio,average_transaction_value,number_of_transactions,predicted_cluster
F,27.0,68000.0,2018,83.33333333333334,33.33333333333333,6.815714285714286,7.0,3
M,42.0,73000.0,2018,60.0,0.0,2.206,5.0,6
F,64.0,93000.0,2017,75.0,25.0,26.697142857142858,7.0,2
M,30.0,63000.0,2014,25.0,25.0,2.5549999999999997,12.0,1
F,57.0,46000.0,2018,40.0,0.0,2.355,2.0,6
M,37.0,46000.0,2014,50.0,25.0,4.181111111111111,9.0,1
M,64.0,110000.0,2016,60.0,40.0,27.4475,4.0,2
F,51.0,78000.0,2018,50.0,33.33333333333333,28.18,4.0,2
M,53.0,74000.0,2015,100.0,100.0,19.644166666666663,12.0,0
M,19.0,50000.0,2018,66.66666666666666,0.0,4.356,5.0,6
M,43.0,71000.0,2017,100.0,80.0,18.202727272727273,11.0,4
M,28.0,60000.0,2017,100.0,50.0,5.1641666666666675,12.0,4
M,35.0,48000.0,2018,100.0,80.0,12.139285714285714,14.0,4
M,47.0,62000.0,2017,66.66666666666666,0.0,3.3000000000000003,3.0,6
M,39.0,51000.0,2015,80.0,60.0,12.248000000000001,5.0,1
M,44.0,90000.0,2017,100.0,0.0,23.57,4.0,3
M,45.0,87000.0,2014,100.0,80.0,21.48857142857143,7.0,0
F,85.0,87000.0,2017,50.0,50.0,18.945,2.0,2
M,52.0,57000.0,2017,50.0,0.0,2.3850000000000002,4.0,6
M,19.0,62000.0,2017,80.0,60.0,17.415714285714284,7.0,4
M,22.0,35000.0,2017,100.0,80.0,8.872608695652174,23.0,4
M,20.0,32000.0,2017,80.0,0.0,1.8683333333333334,6.0,6
F,63.0,75000.0,2018,100.0,50.0,22.052500000000002,4.0,3
M,62.0,47000.0,2017,75.0,25.0,1.8644444444444446,9.0,6
F,54.0,53000.0,2015,80.0,60.0,12.348333333333334,12.0,1
M,58.0,66000.0,2015,100.0,40.0,17.98142857142857,7.0,0
M,45.0,90000.0,2016,100.0,100.0,22.038181818181815,11.0,0
F,77.0,64000.0,2017,100.0,83.33333333333334,17.363000000000003,10.0,0
F,59.0,35000.0,2015,50.0,100.0,9.325833333333334,12.0,4
M,51.0,65000.0,2017,60.0,40.0,4.023333333333333,15.0,4
M,68.0,38000.0,2018,20.0,20.0,7.99,2.0,6
M,26.0,31000.0,2016,40.0,40.0,1.5758333333333334,12.0,6
M,51.0,82000.0,2015,80.0,100.0,20.241428571428575,7.0,0
F,61.0,78000.0,2016,100.0,100.0,21.748181818181816,11.0,0
F,61.0,97000.0,2016,100.0,80.0,24.63285714285714,7.0,0
F,54.0,75000.0,2018,66.66666666666666,33.33333333333333,22.085,4.0,3
F,49.0,84000.0,2013,100.0,75.0,24.061111111111114,9.0,0
M,53.0,33000.0,2018,66.66666666666666,0.0,4.155,2.0,6
M,44.0,84000.0,2015,100.0,100.0,18.253333333333334,9.0,0
M,24.0,32000.0,2017,66.66666666666666,33.33333333333333,6.27,10.0,6
F,56.0,52000.0,2017,100.0,80.0,9.79,11.0,4
F,79.0,91000.0,2017,100.0,60.0,25.605714285714292,7.0,0
M,51.0,79000.0,2016,80.0,100.0,22.028666666666663,15.0,0
F,37.0,61000.0,2018,66.66666666666666,0.0,3.963333333333333,6.0,6
M,39.0,69000.0,2018,60.0,0.0,3.7471428571428573,7.0,6
F,56.0,73000.0,2018,50.0,16.666666666666664,15.373333333333335,3.0,6
M,36.0,41000.0,2017,75.0,0.0,2.766666666666667,6.0,6
M,70.0,113000.0,2017,66.66666666666666,100.0,25.644444444444442,9.0,2
M,58.0,32000.0,2016,66.66666666666666,16.666666666666664,2.517272727272727,11.0,1
M,33.0,35000.0,2018,25.0,0.0,0.88,1.0,6
M,73.0,70000.0,2018,100.0,75.0,16.706,5.0,3
O,57.0,65000.0,2017,100.0,66.66666666666666,17.924444444444447,9.0,0
M,31.0,47000.0,2017,50.0,25.0,3.661,10.0,6
M,62.0,33000.0,2017,60.0,40.0,7.885454545454544,11.0,6
F,46.0,33000.0,2018,40.0,0.0,2.9175,4.0,6
M,27.0,66000.0,2017,50.0,0.0,2.054,5.0,6
M,62.0,35000.0,2013,66.66666666666666,33.33333333333333,4.147222222222222,18.0,1
M,26.0,63000.0,2017,20.0,0.0,5.805,2.0,6
M,68.0,39000.0,2018,75.0,25.0,2.5628571428571427,7.0,6
M,55.0,102000.0,2017,100.0,100.0,25.905,10.0,0
F,65.0,49000.0,2017,60.0,0.0,4.768,5.0,6
M,48.0,60000.0,2018,100.0,60.0,16.03,3.0,3
F,55.0,77000.0,2017,100.0,66.66666666666666,18.689285714285713,14.0,0
M,56.0,80000.0,2017,20.0,20.0,24.92,3.0,2
M,20.0,59000.0,2015,40.0,0.0,1.8799999999999997,7.0,6
F,59.0,81000.0,2016,100.0,25.0,17.055,2.0,3
F,49.0,81000.0,2016,100.0,75.0,26.77,8.0,0
F,70.0,37000.0,2017,75.0,100.0,7.810000000000001,15.0,4
M,52.0,95000.0,2016,80.0,100.0,24.865,10.0,0
M,43.0,45000.0,2015,100.0,0.0,3.7511111111111117,9.0,1
M,24.0,53000.0,2015,83.33333333333334,50.0,7.384545454545455,22.0,1
F,62.0,88000.0,2017,40.0,40.0,18.5425,4.0,2
M,62.0,72000.0,2015,80.0,80.0,18.388571428571424,7.0,0
F,66.0,91000.0,2018,75.0,25.0,23.776666666666667,3.0,3
M,29.0,62000.0,2014,40.0,40.0,3.210769230769231,13.0,1
M,66.0,67000.0,2017,100.0,80.0,20.043,10.0,0
M,91.0,43000.0,2017,100.0,0.0,2.318,5.0,3
M,47.0,58000.0,2017,66.66666666666666,0.0,3.4,4.0,6
M,53.0,71000.0,2018,100.0,33.33333333333333,22.358,5.0,3
M,55.0,55000.0,2016,100.0,50.0,11.632499999999999,8.0,0
F,30.0,55000.0,2016,66.66666666666666,33.33333333333333,2.1337499999999996,8.0,6
M,59.0,73000.0,2018,40.0,20.0,4.138333333333334,6.0,6
F,54.0,102000.0,2017,75.0,75.0,30.40272727272727,11.0,2
M,49.0,74000.0,2018,100.0,75.0,16.527142857142856,7.0,3
M,68.0,90000.0,2016,66.66666666666666,66.66666666666666,22.34,8.0,2
M,53.0,53000.0,2014,100.0,66.66666666666666,10.383750000000001,8.0,1
M,51.0,57000.0,2017,100.0,50.0,13.902857142857144,7.0,3
M,58.0,70000.0,2014,66.66666666666666,83.33333333333334,18.27285714285714,7.0,0
M,60.0,117000.0,2017,66.66666666666666,33.33333333333333,31.25,2.0,2
M,70.0,81000.0,2014,80.0,100.0,21.64333333333333,6.0,0
M,69.0,86000.0,2017,100.0,40.0,22.564999999999998,2.0,3
M,22.0,33000.0,2018,50.0,0.0,3.6340000000000003,5.0,6
F,36.0,76000.0,2016,100.0,100.0,22.713333333333335,12.0,0
F,27.0,58000.0,2017,100.0,80.0,14.369,10.0,4
M,39.0,32000.0,2015,60.0,20.0,2.9428571428571426,14.0,1
M,69.0,79000.0,2017,100.0,60.0,23.33666666666667,6.0,0
M,49.0,55000.0,2016,100.0,60.0,14.142500000000002,8.0,0
F,56.0,104000.0,2018,100.0,100.0,23.466250000000002,8.0,0
M,79.0,66000.0,2013,75.0,75.0,19.65,8.0,0
F,36.0,52000.0,2016,40.0,40.0,14.170588235294119,17.0,1
F,48.0,70000.0,2018,100.0,100.0,18.902307692307694,13.0,4
F,58.0,110000.0,2015,80.0,40.0,291.315,4.0,5
F,65.0,60000.0,2014,66.66666666666666,66.66666666666666,2.7307142857142854,14.0,1
M,60.0,66000.0,2018,66.66666666666666,0.0,3.7060000000000004,5.0,6
F,50.0,41000.0,2017,100.0,100.0,31.108333333333334,12.0,4
F,53.0,116000.0,2017,50.0,33.33333333333333,27.69333333333333,3.0,2
F,46.0,73000.0,2015,83.33333333333334,50.0,16.63,7.0,0
M,49.0,56000.0,2018,50.0,33.33333333333333,3.5628571428571427,7.0,6
M,67.0,52000.0,2014,50.0,33.33333333333333,2.5162500000000008,16.0,1
F,53.0,37000.0,2016,100.0,25.0,6.803571428571429,14.0,4
M,32.0,53000.0,2018,60.0,20.0,6.516,5.0,6
M,72.0,84000.0,2018,33.33333333333333,33.33333333333333,26.04,2.0,2
F,73.0,77000.0,2018,100.0,75.0,16.310000000000002,3.0,3
M,50.0,112000.0,2016,33.33333333333333,33.33333333333333,24.907999999999998,5.0,2
M,25.0,30000.0,2015,75.0,0.0,2.0726666666666667,15.0,1
F,62.0,111000.0,2015,25.0,75.0,26.706,5.0,2
M,70.0,98000.0,2017,100.0,16.666666666666664,23.17,1.0,3
M,18.0,73000.0,2017,50.0,0.0,2.793333333333333,6.0,6
M,54.0,44000.0,2018,33.33333333333333,33.33333333333333,11.188,10.0,6
F,58.0,53000.0,2016,100.0,33.33333333333333,11.0625,4.0,3
F,78.0,63000.0,2017,100.0,100.0,15.665000000000001,8.0,0
M,48.0,63000.0,2016,100.0,66.66666666666666,12.435714285714287,7.0,0
M,50.0,53000.0,2017,100.0,60.0,15.482999999999999,10.0,4
M,65.0,75000.0,2016,80.0,80.0,22.52333333333333,6.0,0
F,49.0,90000.0,2016,66.66666666666666,66.66666666666666,26.57,4.0,2
F,63.0,65000.0,2017,100.0,75.0,18.560000000000002,8.0,0
F,48.0,59000.0,2017,75.0,75.0,16.747692307692304,13.0,4
M,26.0,39000.0,2015,40.0,20.0,2.6836363636363636,11.0,1
F,34.0,49000.0,2017,83.33333333333334,50.0,12.85,12.0,4
F,65.0,75000.0,2016,40.0,60.0,20.0875,4.0,2
F,72.0,71000.0,2016,83.33333333333334,33.33333333333333,4.828636363636364,22.0,1
F,58.0,64000.0,2016,80.0,40.0,17.36133333333333,15.0,4
F,70.0,80000.0,2015,50.0,83.33333333333334,19.415384615384614,13.0,2
F,74.0,54000.0,2018,100.0,20.0,15.0,4.0,3
F,31.0,59000.0,2016,100.0,100.0,14.281428571428572,14.0,4
F,21.0,60000.0,2017,66.66666666666666,33.33333333333333,15.608571428571427,7.0,6
M,50.0,64000.0,2017,75.0,50.0,15.200625,16.0,4
F,63.0,62000.0,2017,66.66666666666666,66.66666666666666,13.073333333333332,6.0,2
F,43.0,57000.0,2018,60.0,20.0,3.9283333333333332,6.0,6
F,57.0,97000.0,2017,80.0,40.0,21.816666666666663,3.0,2
M,69.0,45000.0,2017,100.0,25.0,6.404999999999999,2.0,3
F,51.0,54000.0,2018,100.0,20.0,14.815000000000001,2.0,3
M,53.0,89000.0,2016,66.66666666666666,100.0,19.266363636363636,11.0,0
F,52.0,81000.0,2017,75.0,50.0,15.51,1.0,3
M,88.0,57000.0,2017,100.0,100.0,14.783750000000001,8.0,0
M,79.0,114000.0,2015,75.0,75.0,29.474999999999998,4.0,2
F,60.0,94000.0,2016,100.0,100.0,20.433333333333334,3.0,0
M,41.0,67000.0,2017,60.0,40.0,3.6457142857142864,7.0,6
F,22.0,43000.0,2016,40.0,20.0,13.593333333333335,9.0,6
M,52.0,82000.0,2018,100.0,75.0,22.54714285714286,7.0,3
M,58.0,95000.0,2013,100.0,100.0,22.266,5.0,0
F,69.0,87000.0,2016,80.0,100.0,25.93142857142857,14.0,0
M,44.0,66000.0,2016,100.0,60.0,15.0125,8.0,0
F,52.0,113000.0,2017,100.0,25.0,21.386666666666667,3.0,3
O,46.0,91000.0,2017,83.33333333333334,83.33333333333334,23.429999999999996,3.0,0
F,47.0,62000.0,2017,100.0,100.0,14.467142857142852,14.0,4
F,53.0,40000.0,2015,80.0,80.0,2.9029166666666675,24.0,1
M,59.0,68000.0,2017,100.0,0.0,4.064,5.0,3
M,34.0,67000.0,2014,66.66666666666666,33.33333333333333,5.454444444444444,9.0,1
M,67.0,57000.0,2018,100.0,0.0,3.8266666666666667,6.0,3
F,43.0,94000.0,2017,100.0,83.33333333333334,89.42785714285715,14.0,5
M,64.0,57000.0,2017,40.0,0.0,2.334,5.0,6
F,55.0,56000.0,2018,66.66666666666666,0.0,3.5439999999999996,5.0,6
F,67.0,113000.0,2018,33.33333333333333,66.66666666666666,21.17833333333333,6.0,2
M,18.0,53000.0,2016,66.66666666666666,33.33333333333333,12.491818181818182,11.0,4
M,51.0,35000.0,2018,100.0,75.0,7.787777777777777,9.0,4
M,38.0,38000.0,2017,66.66666666666666,0.0,1.904,5.0,6
M,27.0,74000.0,2017,50.0,50.0,3.357142857142858,14.0,4
M,27.0,50000.0,2013,100.0,25.0,2.0319999999999996,10.0,1
M,25.0,74000.0,2013,80.0,80.0,3.2684615384615388,26.0,1
F,56.0,84000.0,2016,100.0,100.0,20.819999999999997,6.0,0
F,61.0,96000.0,2017,100.0,80.0,23.92142857142857,7.0,0
F,57.0,87000.0,2015,83.33333333333334,100.0,27.223000000000003,10.0,0
F,66.0,108000.0,2016,60.0,60.0,118.13625,8.0,5
M,70.0,51000.0,2016,100.0,16.666666666666664,10.729000000000001,10.0,3
F,65.0,36000.0,2018,75.0,75.0,8.831428571428573,14.0,4
F,60.0,54000.0,2016,83.33333333333334,100.0,15.689999999999998,9.0,0
F,64.0,115000.0,2016,50.0,25.0,19.491999999999997,5.0,2
M,53.0,55000.0,2017,20.0,0.0,4.463333333333334,3.0,6
M,27.0,34000.0,2016,100.0,75.0,2.8327777777777774,18.0,4
F,62.0,77000.0,2016,50.0,0.0,19.62,1.0,2
M,20.0,33000.0,2015,80.0,40.0,6.939444444444445,18.0,1
F,82.0,53000.0,2018,100.0,0.0,2.816,5.0,3
M,59.0,38000.0,2017,25.0,0.0,1.6099999999999999,2.0,6
F,32.0,68000.0,2017,50.0,83.33333333333334,16.40285714285714,14.0,4
M,86.0,55000.0,2018,60.0,0.0,2.226666666666667,3.0,6
F,90.0,101000.0,2017,50.0,75.0,31.900000000000002,3.0,2
M,24.0,62000.0,2018,25.0,0.0,7.05,1.0,6
F,54.0,63000.0,2016,75.0,75.0,16.784999999999997,12.0,4
M,65.0,48000.0,2017,83.33333333333334,16.666666666666664,1.9216666666666666,6.0,3
F,85.0,97000.0,2016,100.0,100.0,24.075000000000003,6.0,0
M,79.0,71000.0,2016,75.0,75.0,20.773333333333333,6.0,0
F,55.0,83000.0,2018,75.0,25.0,18.895,2.0,3
M,54.0,37000.0,2017,66.66666666666666,33.33333333333333,9.330555555555556,18.0,4
M,56.0,54000.0,2018,66.66666666666666,0.0,2.69,7.0,6
M,28.0,46000.0,2017,66.66666666666666,0.0,2.3433333333333333,3.0,6
F,60.0,88000.0,2017,80.0,60.0,23.967142857142857,7.0,2
M,20.0,74000.0,2018,20.0,20.0,2.4566666666666666,3.0,6
F,66.0,49000.0,2017,50.0,0.0,2.9100000000000006,11.0,6
F,48.0,71000.0,2017,100.0,60.0,6.1499999999999995,7.0,3
M,43.0,46000.0,2017,40.0,20.0,2.9839999999999995,5.0,6
M,69.0,33000.0,2018,25.0,0.0,1.815,2.0,6
M,75.0,60000.0,2018,80.0,0.0,2.3833333333333333,3.0,3
M,46.0,35000.0,2018,80.0,0.0,2.381666666666667,6.0,6
M,33.0,49000.0,2014,66.66666666666666,66.66666666666666,3.692941176470588,17.0,1
F,59.0,77000.0,2017,83.33333333333334,100.0,22.957,10.0,0
M,73.0,105000.0,2018,25.0,100.0,29.865999999999996,5.0,2
M,26.0,37000.0,2015,100.0,80.0,8.822142857142858,14.0,4
F,68.0,78000.0,2017,33.33333333333333,83.33333333333334,17.892500000000002,4.0,2
M,71.0,38000.0,2017,33.33333333333333,0.0,2.5957142857142856,7.0,6
F,53.0,75000.0,2016,75.0,75.0,19.776666666666667,6.0,0
M,86.0,78000.0,2017,80.0,60.0,25.921999999999997,5.0,2
M,39.0,74000.0,2016,75.0,75.0,19.658461538461534,13.0,4
F,55.0,39000.0,2018,66.66666666666666,0.0,2.8266666666666667,6.0,6
F,54.0,79000.0,2015,75.0,75.0,22.102500000000003,8.0,0
F,34.0,52000.0,2015,60.0,40.0,3.7364999999999995,20.0,1
M,54.0,99000.0,2016,80.0,100.0,28.948333333333327,12.0,0
M,63.0,32000.0,2017,50.0,0.0,2.031428571428571,7.0,6
F,74.0,67000.0,2016,100.0,83.33333333333334,17.351999999999997,10.0,0
M,68.0,74000.0,2015,80.0,100.0,18.68,12.0,0
M,69.0,30000.0,2018,100.0,100.0,7.837894736842106,19.0,4
F,50.0,81000.0,2017,50.0,50.0,21.156666666666666,3.0,2
F,78.0,31000.0,2017,100.0,60.0,8.527,10.0,3
M,40.0,74000.0,2018,60.0,20.0,4.03,13.0,6
M,24.0,48000.0,2017,75.0,25.0,3.2725,4.0,6
M,54.0,89000.0,2017,100.0,75.0,25.152,5.0,0
F,46.0,65000.0,2018,100.0,100.0,18.77125,8.0,0
F,71.0,108000.0,2016,80.0,80.0,27.262857142857147,7.0,2
M,50.0,59000.0,2017,100.0,50.0,2.299,10.0,4
F,48.0,32000.0,2017,50.0,0.0,1.7125,4.0,6
F,58.0,105000.0,2016,75.0,100.0,23.976666666666663,6.0,2
M,34.0,50000.0,2014,66.66666666666666,66.66666666666666,4.139166666666667,12.0,1
M,50.0,55000.0,2015,100.0,0.0,13.711250000000001,8.0,1
M,27.0,39000.0,2018,40.0,0.0,2.3542857142857145,7.0,6
M,41.0,63000.0,2017,100.0,66.66666666666666,50.018666666666675,15.0,4
F,62.0,73000.0,2017,100.0,100.0,20.904000000000003,10.0,0
F,65.0,50000.0,2016,100.0,50.0,12.274,10.0,0
F,89.0,104000.0,2017,40.0,40.0,30.606666666666666,6.0,2
F,78.0,110000.0,2017,33.33333333333333,100.0,24.69545454545455,11.0,2
M,66.0,33000.0,2017,0.0,0.0,2.2439999999999998,5.0,6
M,29.0,73000.0,2018,75.0,50.0,3.7340000000000004,5.0,6
M,53.0,51000.0,2017,80.0,20.0,4.075,16.0,4
M,23.0,41000.0,2017,100.0,0.0,2.181428571428571,7.0,6
M,71.0,38000.0,2016,75.0,75.0,9.837272727272726,11.0,4
F,81.0,89000.0,2018,100.0,80.0,19.057142857142857,7.0,0
M,45.0,44000.0,2018,25.0,25.0,3.3249999999999997,4.0,6
F,52.0,78000.0,2018,60.0,80.0,23.392000000000003,5.0,2
M,70.0,64000.0,2018,60.0,80.0,14.655000000000001,8.0,2
M,32.0,39000.0,2017,100.0,0.0,24.905,4.0,3
M,66.0,40000.0,2016,50.0,100.0,9.31625,16.0,4
M,76.0,75000.0,2017,50.0,100.0,15.286666666666667,3.0,2
F,52.0,47000.0,2017,66.66666666666666,66.66666666666666,10.062000000000001,10.0,4
M,53.0,90000.0,2016,60.0,80.0,23.1,8.0,2
M,78.0,70000.0,2017,40.0,60.0,5.835714285714286,7.0,2
M,67.0,60000.0,2016,100.0,66.66666666666666,4.465833333333332,12.0,0
F,70.0,87000.0,2017,50.0,50.0,25.238,5.0,2
M,63.0,93000.0,2016,60.0,60.0,25.982499999999998,8.0,2
M,69.0,55000.0,2015,100.0,80.0,14.618181818181819,11.0,0
M,40.0,65000.0,2017,100.0,0.0,4.242500000000001,4.0,3
F,19.0,39000.0,2015,50.0,66.66666666666666,9.276,15.0,1
F,50.0,90000.0,2017,60.0,40.0,23.284,5.0,2
F,54.0,105000.0,2017,100.0,75.0,26.09222222222222,9.0,0
M,90.0,55000.0,2014,75.0,25.0,3.306666666666666,15.0,1
F,79.0,42000.0,2016,75.0,75.0,10.033999999999999,15.0,4
M,54.0,37000.0,2014,100.0,50.0,2.941,20.0,1
M,44.0,89000.0,2016,100.0,100.0,118.88857142857144,7.0,5
M,62.0,86000.0,2016,100.0,100.0,22.683333333333337,12.0,0
F,59.0,37000.0,2016,80.0,60.0,8.030624999999999,16.0,4
M,20.0,61000.0,2015,100.0,66.66666666666666,16.600624999999997,16.0,4
M,63.0,96000.0,2015,80.0,80.0,22.427777777777777,9.0,0
M,63.0,97000.0,2017,100.0,50.0,24.576666666666668,3.0,3
F,71.0,31000.0,2018,50.0,0.0,1.9442857142857142,7.0,6
M,41.0,56000.0,2015,25.0,50.0,14.13,7.0,1
M,19.0,31000.0,2017,100.0,60.0,7.83375,16.0,4
M,54.0,56000.0,2017,100.0,40.0,15.114999999999997,14.0,4
F,51.0,51000.0,2017,80.0,40.0,48.48,11.0,4
F,26.0,49000.0,2015,80.0,80.0,12.329999999999998,19.0,4
M,57.0,73000.0,2016,50.0,75.0,19.151818181818182,11.0,2
M,57.0,93000.0,2015,50.0,50.0,21.018571428571427,7.0,2
F,82.0,41000.0,2015,50.0,75.0,8.458333333333334,6.0,0
F,42.0,71000.0,2017,75.0,25.0,2.10125,8.0,3
M,55.0,75000.0,2018,40.0,0.0,4.092222222222222,9.0,6
F,78.0,58000.0,2016,100.0,80.0,12.0925,8.0,0
M,74.0,69000.0,2016,60.0,40.0,4.13,16.0,1
F,54.0,48000.0,2017,33.33333333333333,0.0,4.76,3.0,6
M,18.0,72000.0,2017,66.66666666666666,66.66666666666666,11.604999999999999,6.0,4
F,49.0,70000.0,2017,80.0,40.0,16.896666666666665,6.0,3
M,56.0,43000.0,2016,100.0,25.0,3.0278571428571435,14.0,1
M,66.0,68000.0,2014,100.0,100.0,7.0825,4.0,0
M,50.0,56000.0,2018,100.0,80.0,14.216666666666667,9.0,4
M,48.0,68000.0,2017,100.0,50.0,19.14,4.0,3
F,82.0,75000.0,2018,50.0,75.0,19.543333333333333,3.0,2
M,62.0,85000.0,2017,75.0,25.0,18.585,2.0,3
M,37.0,70000.0,2017,33.33333333333333,0.0,7.08,4.0,6
F,65.0,87000.0,2016,100.0,100.0,22.523333333333333,9.0,0
M,60.0,38000.0,2018,80.0,60.0,10.626666666666665,9.0,4
F,68.0,50000.0,2017,100.0,66.66666666666666,2.376666666666666,15.0,4
M,30.0,54000.0,2017,100.0,75.0,13.357222222222225,18.0,4
F,66.0,47000.0,2017,80.0,40.0,11.194999999999999,10.0,3
M,55.0,62000.0,2016,100.0,50.0,9.251,20.0,4
F,68.0,100000.0,2015,75.0,25.0,25.22,2.0,2
M,85.0,46000.0,2017,33.33333333333333,0.0,2.8550000000000004,6.0,6
F,68.0,111000.0,2018,66.66666666666666,66.66666666666666,28.917500000000004,4.0,2
F,84.0,120000.0,2016,100.0,50.0,27.044444444444444,9.0,0
F,64.0,95000.0,2017,100.0,33.33333333333333,31.580000000000002,3.0,3
F,77.0,35000.0,2016,83.33333333333334,83.33333333333334,8.86086956521739,23.0,4
M,45.0,35000.0,2015,50.0,50.0,3.164615384615385,13.0,1
F,26.0,73000.0,2017,40.0,20.0,4.246666666666667,3.0,6
M,37.0,65000.0,2015,100.0,75.0,18.86090909090909,11.0,0
M,65.0,94000.0,2018,100.0,20.0,22.917500000000004,4.0,3
F,52.0,75000.0,2017,100.0,75.0,56.03076923076924,13.0,0
F,58.0,70000.0,2017,100.0,50.0,20.94,3.0,3
M,72.0,82000.0,2015,75.0,100.0,22.45266666666667,15.0,0
F,51.0,74000.0,2017,33.33333333333333,50.0,4.002000000000001,20.0,4
M,26.0,53000.0,2017,25.0,75.0,12.026923076923076,13.0,4
M,63.0,60000.0,2017,40.0,20.0,2.5535714285714293,14.0,6
M,19.0,52000.0,2016,83.33333333333334,100.0,13.606923076923074,13.0,4
F,44.0,40000.0,2018,80.0,60.0,10.548571428571426,7.0,4
M,50.0,45000.0,2015,50.0,75.0,12.146923076923079,13.0,1
F,64.0,69000.0,2017,50.0,25.0,15.685714285714287,7.0,2
M,45.0,57000.0,2018,100.0,0.0,2.48625,8.0,3
F,29.0,31000.0,2016,75.0,25.0,6.7459999999999996,15.0,4
M,59.0,73000.0,2015,80.0,60.0,14.372,5.0,0
F,79.0,83000.0,2017,75.0,50.0,25.286666666666665,6.0,2
M,19.0,36000.0,2013,50.0,0.0,1.8475,8.0,1
M,49.0,45000.0,2016,66.66666666666666,16.666666666666664,2.2087499999999993,16.0,1
M,32.0,70000.0,2017,100.0,0.0,2.624,5.0,3
M,30.0,66000.0,2018,80.0,0.0,1.1566666666666667,3.0,6
M,63.0,59000.0,2018,100.0,50.0,16.476,5.0,3
M,40.0,57000.0,2017,50.0,100.0,13.142000000000001,10.0,4
M,51.0,55000.0,2014,80.0,20.0,2.958125,16.0,1
M,55.0,41000.0,2016,66.66666666666666,83.33333333333334,11.703125,16.0,4
M,79.0,91000.0,2016,75.0,75.0,27.664285714285715,7.0,0
M,66.0,88000.0,2018,100.0,66.66666666666666,33.334,5.0,3
M,23.0,43000.0,2018,100.0,20.0,3.5799999999999996,5.0,6
F,38.0,51000.0,2014,60.0,0.0,3.7409090909090907,11.0,1
F,58.0,73000.0,2016,75.0,75.0,22.2825,4.0,0
M,77.0,94000.0,2017,80.0,20.0,20.535,2.0,3
F,59.0,114000.0,2018,50.0,75.0,25.515,4.0,2
F,44.0,72000.0,2017,100.0,60.0,19.197142857142858,7.0,3
F,48.0,71000.0,2017,83.33333333333334,66.66666666666666,17.715000000000003,6.0,0
F,40.0,51000.0,2018,66.66666666666666,0.0,4.366666666666667,3.0,6
M,20.0,71000.0,2017,66.66666666666666,0.0,2.5833333333333335,6.0,6
M,57.0,34000.0,2018,80.0,20.0,2.72375,8.0,6
F,73.0,74000.0,2017,80.0,40.0,4.7025,12.0,3
M,60.0,46000.0,2017,66.66666666666666,0.0,2.9059999999999997,5.0,6
F,37.0,83000.0,2017,100.0,66.66666666666666,25.10166666666667,6.0,0
M,72.0,67000.0,2014,50.0,0.0,3.7471428571428573,14.0,1
F,71.0,35000.0,2016,100.0,0.0,1.46125,16.0,1
M,36.0,44000.0,2017,60.0,20.0,3.246521739130435,23.0,4
F,48.0,87000.0,2015,100.0,66.66666666666666,26.46666666666667,6.0,0
F,27.0,71000.0,2017,80.0,0.0,4.14875,8.0,6
F,39.0,69000.0,2017,100.0,80.0,19.04090909090909,11.0,4
F,93.0,79000.0,2017,33.33333333333333,66.66666666666666,19.99,6.0,2
F,51.0,84000.0,2017,33.33333333333333,50.0,24.552500000000002,4.0,2
F,88.0,120000.0,2017,80.0,40.0,36.089999999999996,3.0,2
M,32.0,68000.0,2017,60.0,20.0,2.32,8.0,6
F,80.0,59000.0,2015,20.0,20.0,13.301666666666668,6.0,2
M,36.0,62000.0,2017,100.0,100.0,16.105,18.0,4
M,68.0,73000.0,2018,80.0,20.0,4.3100000000000005,4.0,3
F,54.0,76000.0,2018,100.0,60.0,13.363333333333335,3.0,3
M,51.0,62000.0,2017,80.0,0.0,2.8300000000000005,7.0,6
F,68.0,110000.0,2017,66.66666666666666,66.66666666666666,27.297142857142855,7.0,2
M,20.0,41000.0,2017,100.0,50.0,8.046363636363637,11.0,4
M,74.0,38000.0,2018,100.0,75.0,10.125,10.0,3
M,34.0,51000.0,2017,66.66666666666666,33.33333333333333,4.985454545454545,11.0,6
M,44.0,51000.0,2017,100.0,83.33333333333334,13.241666666666667,6.0,4
F,64.0,79000.0,2018,66.66666666666666,66.66666666666666,24.349999999999998,3.0,2
M,51.0,62000.0,2017,66.66666666666666,66.66666666666666,15.867857142857142,14.0,4
F,29.0,61000.0,2017,80.0,100.0,15.255555555555556,18.0,4
M,58.0,63000.0,2017,60.0,0.0,2.6060000000000003,5.0,6
F,80.0,75000.0,2017,100.0,80.0,22.48857142857143,7.0,0
F,52.0,79000.0,2016,80.0,80.0,19.006666666666664,6.0,0
M,44.0,67000.0,2018,50.0,0.0,3.34,3.0,6
F,71.0,56000.0,2018,100.0,75.0,12.212,5.0,3
O,49.0,80000.0,2017,100.0,20.0,22.35,4.0,3
M,58.0,53000.0,2014,100.0,75.0,16.165,6.0,0
F,30.0,37000.0,2016,83.33333333333334,66.66666666666666,9.032222222222222,18.0,4
F,37.0,59000.0,2017,100.0,25.0,3.4044444444444446,9.0,3
F,32.0,47000.0,2017,83.33333333333334,83.33333333333334,13.48611111111111,18.0,4
M,42.0,59000.0,2017,60.0,80.0,14.006428571428573,14.0,4
M,33.0,59000.0,2017,100.0,25.0,3.018333333333333,6.0,3
