,gender,age,income,year_joined
2530,M,31.0,60000.0,2017
2531,M,78.0,50000.0,2018
2532,M,58.0,45000.0,2016
2533,M,48.0,119000.0,2017
2534,F,65.0,50000.0,2017
2535,F,67.0,54000.0,2014
2536,F,62.0,69000.0,2018
2537,M,28.0,54000.0,2017
2538,M,58.0,115000.0,2016
2540,M,47.0,52000.0,2017
2541,F,61.0,62000.0,2017
2542,F,59.0,76000.0,2016
2543,M,41.0,89000.0,2017
2544,M,73.0,61000.0,2018
2546,M,51.0,57000.0,2018
2547,F,88.0,88000.0,2018
2549,M,62.0,76000.0,2015
2550,M,55.0,70000.0,2015
2551,F,54.0,75000.0,2017
2552,M,41.0,42000.0,2017
2554,F,73.0,83000.0,2016
2555,F,66.0,92000.0,2015
2556,M,46.0,50000.0,2016
2557,M,34.0,39000.0,2016
2558,M,74.0,49000.0,2017
2559,F,45.0,80000.0,2014
2560,F,25.0,54000.0,2017
2561,M,90.0,51000.0,2016
2562,F,23.0,31000.0,2015
2563,F,59.0,90000.0,2016
2564,M,52.0,53000.0,2018
2565,F,79.0,55000.0,2016
2566,M,84.0,37000.0,2016
2567,F,27.0,68000.0,2018
2568,M,42.0,73000.0,2018
2569,F,64.0,93000.0,2017
2570,M,30.0,63000.0,2014
2572,F,57.0,46000.0,2018
2573,M,37.0,46000.0,2014
2574,M,64.0,110000.0,2016
2575,F,51.0,78000.0,2018
2576,M,53.0,74000.0,2015
2577,M,19.0,50000.0,2018
2578,M,43.0,71000.0,2017
2579,M,28.0,60000.0,2017
2580,M,35.0,48000.0,2018
2581,M,47.0,62000.0,2017
2582,M,39.0,51000.0,2015
2583,M,44.0,90000.0,2017
2584,M,45.0,87000.0,2014
2585,F,85.0,87000.0,2017
2586,M,52.0,57000.0,2017
2587,M,19.0,62000.0,2017
2588,M,22.0,35000.0,2017
2589,M,20.0,32000.0,2017
2590,F,63.0,75000.0,2018
2591,M,56.0,92000.0,2018
2592,M,62.0,47000.0,2017
2593,F,54.0,53000.0,2015
2594,M,58.0,66000.0,2015
2595,M,45.0,90000.0,2016
2596,F,77.0,64000.0,2017
2597,F,59.0,35000.0,2015
2598,M,51.0,65000.0,2017
2599,M,68.0,38000.0,2018
2600,M,26.0,31000.0,2016
2602,M,51.0,82000.0,2015
2603,F,61.0,78000.0,2016
2604,F,61.0,97000.0,2016
2605,F,54.0,75000.0,2018
2606,F,49.0,84000.0,2013
2609,M,53.0,33000.0,2018
2610,M,44.0,84000.0,2015
2611,M,24.0,32000.0,2017
2612,F,56.0,52000.0,2017
2613,F,79.0,91000.0,2017
2614,M,51.0,79000.0,2016
2615,F,37.0,61000.0,2018
2616,M,39.0,69000.0,2018
2617,F,56.0,73000.0,2018
2618,M,36.0,41000.0,2017
2619,M,70.0,113000.0,2017
2620,M,58.0,32000.0,2016
2621,M,33.0,35000.0,2018
2622,M,73.0,70000.0,2018
2623,O,57.0,65000.0,2017
2624,M,31.0,47000.0,2017
2625,M,62.0,33000.0,2017
2626,F,46.0,33000.0,2018
2627,M,27.0,66000.0,2017
2628,M,62.0,35000.0,2013
2629,M,26.0,63000.0,2017
2630,M,68.0,39000.0,2018
2631,M,55.0,102000.0,2017
2632,F,65.0,49000.0,2017
2633,M,48.0,60000.0,2018
2634,F,55.0,77000.0,2017
2635,M,56.0,80000.0,2017
2636,M,20.0,59000.0,2015
2637,F,59.0,81000.0,2016
2638,F,49.0,81000.0,2016
2639,F,70.0,37000.0,2017
2640,M,52.0,95000.0,2016
2644,M,43.0,45000.0,2015
2645,M,24.0,53000.0,2015
2646,F,62.0,88000.0,2017
2647,M,62.0,72000.0,2015
2648,F,66.0,91000.0,2018
2649,M,29.0,62000.0,2014
2650,M,66.0,67000.0,2017
2651,M,91.0,43000.0,2017
2652,M,47.0,58000.0,2017
2653,M,53.0,71000.0,2018
2654,M,55.0,55000.0,2016
2655,F,30.0,55000.0,2016
2656,M,59.0,73000.0,2018
2657,F,54.0,102000.0,2017
2658,M,49.0,74000.0,2018
2659,M,68.0,90000.0,2016
2660,M,53.0,53000.0,2014
2661,M,51.0,57000.0,2017
2662,M,58.0,70000.0,2014
2664,M,60.0,117000.0,2017
2665,M,70.0,81000.0,2014
2666,M,69.0,86000.0,2017
2668,M,22.0,33000.0,2018
2669,F,36.0,76000.0,2016
2671,F,27.0,58000.0,2017
2672,M,39.0,32000.0,2015
2673,M,69.0,79000.0,2017
2676,M,49.0,55000.0,2016
2677,F,56.0,104000.0,2018
2678,M,79.0,66000.0,2013
2679,F,36.0,52000.0,2016
2680,F,48.0,70000.0,2018
2681,F,58.0,110000.0,2015
2682,F,65.0,60000.0,2014
2683,M,70.0,54000.0,2017
2684,M,60.0,66000.0,2018
2685,F,50.0,41000.0,2017
2686,F,53.0,116000.0,2017
2687,F,46.0,73000.0,2015
2688,M,49.0,56000.0,2018
2689,M,67.0,52000.0,2014
2690,F,53.0,37000.0,2016
2691,M,32.0,53000.0,2018
2692,M,41.0,48000.0,2018
2693,M,72.0,84000.0,2018
2694,F,73.0,77000.0,2018
2695,M,50.0,112000.0,2016
2696,M,25.0,30000.0,2015
2697,F,62.0,111000.0,2015
2698,M,70.0,98000.0,2017
2699,M,18.0,73000.0,2017
2700,M,54.0,44000.0,2018
2701,F,58.0,53000.0,2016
2702,F,78.0,63000.0,2017
2703,M,48.0,63000.0,2016
2704,M,50.0,53000.0,2017
2705,M,65.0,75000.0,2016
2706,F,49.0,90000.0,2016
2707,F,63.0,65000.0,2017
2708,F,48.0,59000.0,2017
2709,M,43.0,54000.0,2018
2710,M,26.0,39000.0,2015
2711,F,34.0,49000.0,2017
2712,F,65.0,75000.0,2016
2713,F,72.0,71000.0,2016
2714,F,58.0,64000.0,2016
2715,F,70.0,80000.0,2015
2718,F,74.0,54000.0,2018
2719,F,31.0,59000.0,2016
2720,M,62.0,79000.0,2017
2721,F,21.0,60000.0,2017
2722,M,50.0,64000.0,2017
2723,F,63.0,62000.0,2017
2725,F,43.0,57000.0,2018
2726,F,57.0,97000.0,2017
2728,M,69.0,45000.0,2017
2729,F,51.0,54000.0,2018
2730,M,53.0,89000.0,2016
2731,F,52.0,81000.0,2017
2732,F,57.0,61000.0,2018
2733,M,88.0,57000.0,2017
2734,M,79.0,114000.0,2015
2735,F,60.0,94000.0,2016
2737,M,41.0,67000.0,2017
2738,F,22.0,43000.0,2016
2739,M,52.0,82000.0,2018
2740,M,58.0,95000.0,2013
2741,F,69.0,87000.0,2016
2742,M,44.0,66000.0,2016
2743,F,52.0,113000.0,2017
2744,O,46.0,91000.0,2017
2745,M,49.0,114000.0,2018
2746,F,47.0,62000.0,2017
2748,F,53.0,40000.0,2015
2749,M,59.0,68000.0,2017
2750,M,34.0,67000.0,2014
2752,M,67.0,57000.0,2018
2753,F,43.0,94000.0,2017
2754,M,64.0,57000.0,2017
2755,F,55.0,56000.0,2018
2756,F,67.0,113000.0,2018
2757,M,18.0,53000.0,2016
2758,M,51.0,35000.0,2018
2759,M,38.0,38000.0,2017
2761,M,27.0,74000.0,2017
2763,M,27.0,50000.0,2013
2766,M,25.0,74000.0,2013
2767,F,56.0,84000.0,2016
2768,F,61.0,96000.0,2017
2769,F,57.0,87000.0,2015
2770,F,66.0,108000.0,2016
2772,M,70.0,51000.0,2016
2773,F,65.0,36000.0,2018
2774,F,60.0,54000.0,2016
2775,F,64.0,115000.0,2016
2776,M,53.0,55000.0,2017
2777,M,27.0,34000.0,2016
2778,F,62.0,77000.0,2016
2780,M,20.0,33000.0,2015
2781,F,82.0,53000.0,2018
2782,M,59.0,38000.0,2017
2785,F,32.0,68000.0,2017
2786,M,86.0,55000.0,2018
2787,F,90.0,101000.0,2017
2788,M,24.0,62000.0,2018
2790,F,54.0,63000.0,2016
2791,M,65.0,48000.0,2017
2792,F,85.0,97000.0,2016
2793,M,79.0,71000.0,2016
2794,F,55.0,83000.0,2018
2795,M,54.0,37000.0,2017
2797,M,56.0,54000.0,2018
2799,M,28.0,46000.0,2017
2800,F,60.0,88000.0,2017
2801,M,20.0,74000.0,2018
2802,F,66.0,49000.0,2017
2803,F,65.0,63000.0,2017
2804,F,48.0,71000.0,2017
2805,M,43.0,46000.0,2017
2806,M,69.0,33000.0,2018
2807,M,75.0,60000.0,2018
2808,M,59.0,68000.0,2017
2809,M,46.0,35000.0,2018
2811,M,33.0,49000.0,2014
2812,F,59.0,77000.0,2017
2813,M,73.0,105000.0,2018
2814,M,26.0,37000.0,2015
2816,F,68.0,78000.0,2017
2817,M,71.0,38000.0,2017
2818,F,53.0,75000.0,2016
2819,M,86.0,78000.0,2017
2820,M,39.0,74000.0,2016
2821,F,55.0,39000.0,2018
2822,F,54.0,79000.0,2015
2823,F,34.0,52000.0,2015
2824,M,54.0,99000.0,2016
2825,M,63.0,32000.0,2017
2826,F,74.0,67000.0,2016
2827,M,68.0,74000.0,2015
2828,M,69.0,30000.0,2018
2830,F,50.0,81000.0,2017
2831,F,78.0,31000.0,2017
2832,M,40.0,74000.0,2018
2833,M,24.0,48000.0,2017
2834,M,54.0,89000.0,2017
2835,F,46.0,65000.0,2018
2836,F,71.0,108000.0,2016
2837,M,50.0,59000.0,2017
2838,F,48.0,32000.0,2017
2839,F,58.0,105000.0,2016
2840,M,34.0,50000.0,2014
2841,M,50.0,55000.0,2015
2842,M,27.0,39000.0,2018
2843,M,41.0,63000.0,2017
2844,F,62.0,73000.0,2017
2846,F,65.0,50000.0,2016
2847,F,89.0,104000.0,2017
2848,F,78.0,110000.0,2017
2849,F,40.0,78000.0,2018
2850,M,66.0,33000.0,2017
2851,M,29.0,73000.0,2018
2852,M,53.0,51000.0,2017
2853,M,23.0,41000.0,2017
2854,M,71.0,38000.0,2016
2855,F,81.0,89000.0,2018
2856,M,45.0,44000.0,2018
2858,F,52.0,78000.0,2018
2859,M,70.0,64000.0,2018
2860,M,32.0,39000.0,2017
2861,M,66.0,40000.0,2016
2862,M,76.0,75000.0,2017
2863,F,52.0,47000.0,2017
2865,M,53.0,90000.0,2016
2866,M,78.0,70000.0,2017
2868,M,67.0,60000.0,2016
2869,F,70.0,87000.0,2017
2870,M,63.0,93000.0,2016
2871,M,69.0,55000.0,2015
2872,M,40.0,65000.0,2017
2873,F,19.0,39000.0,2015
2874,F,50.0,90000.0,2017
2875,F,54.0,105000.0,2017
2876,M,90.0,55000.0,2014
2878,F,79.0,42000.0,2016
2880,M,54.0,37000.0,2014
2881,M,44.0,89000.0,2016
2883,M,62.0,86000.0,2016
2884,F,59.0,37000.0,2016
2885,M,20.0,61000.0,2015
2887,M,63.0,96000.0,2015
2888,M,63.0,97000.0,2017
2889,F,71.0,31000.0,2018
2890,M,41.0,56000.0,2015
2892,M,19.0,31000.0,2017
2893,M,54.0,56000.0,2017
2894,F,51.0,51000.0,2017
2895,F,26.0,49000.0,2015
2896,M,57.0,73000.0,2016
2898,M,57.0,93000.0,2015
2899,F,82.0,41000.0,2015
2900,F,42.0,71000.0,2017
2901,M,55.0,75000.0,2018
2902,F,78.0,58000.0,2016
2903,M,74.0,69000.0,2016
2904,F,54.0,48000.0,2017
2905,M,18.0,72000.0,2017
2906,F,49.0,70000.0,2017
2907,M,56.0,43000.0,2016
2909,M,66.0,68000.0,2014
2910,M,50.0,56000.0,2018
2911,M,48.0,68000.0,2017
2912,F,82.0,75000.0,2018
2913,M,62.0,85000.0,2017
2914,M,37.0,70000.0,2017
2915,F,65.0,87000.0,2016
2916,M,60.0,38000.0,2018
2917,F,68.0,50000.0,2017
2918,M,30.0,54000.0,2017
2919,F,66.0,47000.0,2017
2920,M,55.0,62000.0,2016
2921,F,68.0,100000.0,2015
2922,M,85.0,46000.0,2017
2923,F,68.0,111000.0,2018
2924,F,84.0,120000.0,2016
2925,F,64.0,95000.0,2017
2927,F,77.0,35000.0,2016
2929,M,45.0,35000.0,2015
2930,F,26.0,73000.0,2017
2931,M,37.0,65000.0,2015
2932,M,65.0,94000.0,2018
2933,F,52.0,75000.0,2017
2935,F,58.0,70000.0,2017
2936,M,72.0,82000.0,2015
2937,F,51.0,74000.0,2017
2938,M,26.0,53000.0,2017
2939,M,63.0,60000.0,2017
2940,M,19.0,52000.0,2016
2941,F,44.0,40000.0,2018
2942,M,50.0,45000.0,2015
2943,F,64.0,69000.0,2017
2944,M,45.0,57000.0,2018
2945,F,29.0,31000.0,2016
2946,M,59.0,73000.0,2015
2947,F,79.0,83000.0,2017
2948,F,93.0,56000.0,2017
2949,M,19.0,36000.0,2013
2950,M,49.0,45000.0,2016
2952,M,32.0,70000.0,2017
2953,M,30.0,66000.0,2018
2954,M,63.0,59000.0,2018
2955,M,40.0,57000.0,2017
2956,M,51.0,55000.0,2014
2957,M,55.0,41000.0,2016
2958,M,79.0,91000.0,2016
2959,M,66.0,88000.0,2018
2960,M,23.0,43000.0,2018
2961,F,38.0,51000.0,2014
2962,F,58.0,73000.0,2016
2963,M,77.0,94000.0,2017
2964,F,59.0,114000.0,2018
2965,F,44.0,72000.0,2017
2966,F,48.0,71000.0,2017
2967,F,40.0,51000.0,2018
2968,M,20.0,71000.0,2017
2970,M,57.0,34000.0,2018
2971,F,73.0,74000.0,2017
2972,M,60.0,46000.0,2017
2973,F,37.0,83000.0,2017
2974,M,72.0,67000.0,2014
2975,F,71.0,35000.0,2016
2976,M,36.0,44000.0,2017
2977,F,48.0,87000.0,2015
2978,F,27.0,71000.0,2017
2979,F,39.0,69000.0,2017
2980,M,40.0,58000.0,2017
2981,F,93.0,79000.0,2017
2982,F,51.0,84000.0,2017
2984,F,88.0,120000.0,2017
2986,F,62.0,50000.0,2018
2987,M,32.0,68000.0,2017
2989,F,80.0,59000.0,2015
2990,M,36.0,62000.0,2017
2991,M,68.0,73000.0,2018
2992,F,54.0,76000.0,2018
2993,M,51.0,62000.0,2017
2994,F,68.0,110000.0,2017
2995,M,20.0,41000.0,2017
2996,M,74.0,38000.0,2018
2997,M,34.0,51000.0,2017
2998,M,44.0,51000.0,2017
3000,F,64.0,79000.0,2018
3001,M,51.0,62000.0,2017
3002,F,29.0,61000.0,2017
3003,M,58.0,63000.0,2017
3004,F,80.0,75000.0,2017
3005,F,52.0,79000.0,2016
3006,M,44.0,67000.0,2018
3007,F,71.0,56000.0,2018
3008,O,49.0,80000.0,2017
3009,M,58.0,53000.0,2014
3011,F,30.0,37000.0,2016
3012,F,37.0,59000.0,2017
3013,F,32.0,47000.0,2017
3014,M,42.0,59000.0,2017
3015,M,33.0,59000.0,2017
3016,F,63.0,112000.0,2017
3017,F,42.0,64000.0,2017
3018,F,44.0,87000.0,2018
3019,M,37.0,31000.0,2016
3020,M,64.0,52000.0,2016
3021,M,37.0,42000.0,2018
3023,M,57.0,72000.0,2017
3024,M,67.0,34000.0,2018
3025,M,67.0,98000.0,2016
3026,M,28.0,52000.0,2018
3028,M,42.0,56000.0,2018
3029,M,65.0,68000.0,2017
3030,M,65.0,60000.0,2016
3032,M,24.0,38000.0,2017
3033,F,58.0,95000.0,2016
3034,F,58.0,77000.0,2016
3036,F,53.0,74000.0,2016
3037,M,66.0,57000.0,2016
3038,F,48.0,31000.0,2017
3039,F,77.0,37000.0,2018
3040,F,73.0,88000.0,2016
3041,M,31.0,58000.0,2018
3042,M,52.0,86000.0,2018
3043,F,60.0,60000.0,2018
3044,F,76.0,90000.0,2016
3045,M,40.0,65000.0,2018
3046,M,53.0,49000.0,2017
3048,M,61.0,62000.0,2016
3049,M,62.0,78000.0,2016
3050,M,32.0,74000.0,2016
3052,M,91.0,73000.0,2017
3053,M,39.0,77000.0,2015
3054,F,63.0,88000.0,2016
3055,F,29.0,38000.0,2016
3056,F,77.0,39000.0,2018
3057,F,81.0,107000.0,2016
3058,F,33.0,53000.0,2017
3059,F,46.0,100000.0,2015
3060,F,82.0,62000.0,2016
3061,F,21.0,40000.0,2016
3062,M,19.0,52000.0,2017
3065,M,31.0,44000.0,2017
3067,F,76.0,119000.0,2018
3068,F,40.0,42000.0,2018
3069,F,57.0,113000.0,2016
3070,F,57.0,70000.0,2015
3071,F,44.0,55000.0,2014
3072,M,34.0,45000.0,2016
3073,M,62.0,106000.0,2018
3075,M,60.0,56000.0,2016
3076,M,33.0,72000.0,2018
3077,M,33.0,45000.0,2013
3078,F,85.0,60000.0,2013
3079,F,58.0,105000.0,2016
3080,M,48.0,74000.0,2017
3081,M,74.0,80000.0,2015
3082,M,19.0,30000.0,2016
3083,F,58.0,95000.0,2017
3084,M,63.0,64000.0,2016
3085,F,86.0,79000.0,2017
3086,M,55.0,76000.0,2017
3087,M,47.0,98000.0,2016
3088,M,68.0,38000.0,2017
3089,F,72.0,83000.0,2017
3090,M,69.0,77000.0,2018
3092,M,78.0,35000.0,2018
3093,M,46.0,48000.0,2016
3094,M,67.0,50000.0,2018
3095,M,93.0,41000.0,2018
3096,M,58.0,96000.0,2017
3097,F,42.0,90000.0,2018
3099,F,46.0,69000.0,2016
3100,M,48.0,78000.0,2014
3101,F,64.0,109000.0,2016
3102,F,49.0,68000.0,2015
3103,M,64.0,57000.0,2017
3104,M,51.0,53000.0,2018
3105,M,48.0,89000.0,2017
3106,M,55.0,66000.0,2016
3107,M,21.0,31000.0,2017
3108,M,27.0,33000.0,2014
3109,M,54.0,88000.0,2015
3111,O,74.0,56000.0,2015
3112,F,73.0,48000.0,2017
3113,M,56.0,74000.0,2016
3114,M,61.0,119000.0,2017
3115,M,65.0,82000.0,2017
3116,F,55.0,31000.0,2018
3117,F,42.0,74000.0,2016
3120,M,64.0,47000.0,2018
3121,F,47.0,88000.0,2018
3124,F,41.0,37000.0,2017
3125,F,70.0,97000.0,2016
3126,F,56.0,97000.0,2018
3127,M,72.0,47000.0,2018
3128,F,64.0,50000.0,2017
3129,F,67.0,36000.0,2018
3130,M,54.0,78000.0,2017
3131,F,88.0,59000.0,2017
3132,M,89.0,92000.0,2016
3133,M,60.0,114000.0,2015
3134,M,52.0,90000.0,2017
3135,F,55.0,97000.0,2018
3136,M,19.0,37000.0,2017
3137,F,58.0,116000.0,2017
3138,M,60.0,76000.0,2016
3140,M,21.0,42000.0,2018
3141,M,45.0,49000.0,2018
3143,F,62.0,82000.0,2016
3145,M,73.0,61000.0,2018
3147,M,50.0,73000.0,2017
3148,M,39.0,48000.0,2018
3149,M,49.0,59000.0,2018
3151,M,66.0,33000.0,2017
3152,F,94.0,68000.0,2015
3153,M,59.0,113000.0,2018
3155,F,58.0,91000.0,2016
3156,M,36.0,47000.0,2018
3157,F,57.0,79000.0,2018
3158,F,59.0,54000.0,2018
3159,F,53.0,102000.0,2017
3161,F,57.0,43000.0,2016
3162,F,23.0,61000.0,2017
3163,F,54.0,81000.0,2018
3164,F,49.0,73000.0,2018
3165,F,68.0,72000.0,2016
3166,M,25.0,73000.0,2017
3167,M,66.0,51000.0,2017
3168,M,46.0,35000.0,2013
3170,F,69.0,115000.0,2017
3171,F,55.0,75000.0,2018
3172,F,39.0,42000.0,2017
3174,M,41.0,78000.0,2018
3175,F,82.0,87000.0,2017
3176,M,52.0,55000.0,2016
3177,F,69.0,87000.0,2017
3178,M,73.0,46000.0,2013
3179,M,51.0,34000.0,2017
3180,M,70.0,36000.0,2016
3182,M,49.0,47000.0,2016
3183,M,53.0,32000.0,2017
3184,F,65.0,83000.0,2017
3185,F,51.0,81000.0,2017
3186,M,66.0,72000.0,2015
3187,F,59.0,69000.0,2017
3188,F,54.0,63000.0,2017
3189,M,34.0,38000.0,2018
3190,M,71.0,60000.0,2016
3191,O,75.0,60000.0,2015
3192,F,56.0,82000.0,2017
3193,M,72.0,65000.0,2017
3194,M,46.0,42000.0,2017
3195,M,76.0,80000.0,2017
3196,M,68.0,99000.0,2017
3197,M,26.0,52000.0,2018
3198,M,56.0,57000.0,2017
3199,F,61.0,73000.0,2017
3200,F,91.0,53000.0,2018
3201,F,68.0,71000.0,2017
3202,F,71.0,82000.0,2016
3203,F,58.0,32000.0,2018
3205,M,21.0,44000.0,2015
3206,M,26.0,64000.0,2017
3208,M,60.0,71000.0,2018
3209,F,54.0,102000.0,2017
3210,F,48.0,72000.0,2018
3212,M,90.0,56000.0,2017
3214,F,57.0,71000.0,2015
3215,M,66.0,32000.0,2017
3216,F,55.0,93000.0,2016
3218,M,52.0,71000.0,2017
3219,M,61.0,63000.0,2017
3220,F,49.0,104000.0,2017
3221,M,76.0,46000.0,2017
3222,F,60.0,87000.0,2017
3223,M,52.0,80000.0,2018
3224,M,61.0,45000.0,2017
3225,F,22.0,56000.0,2017
3226,M,87.0,30000.0,2017
3227,F,29.0,61000.0,2017
3228,M,58.0,81000.0,2018
3229,M,72.0,75000.0,2017
3232,M,52.0,82000.0,2016
3233,M,66.0,69000.0,2018
3234,F,37.0,47000.0,2018
3235,F,44.0,87000.0,2017
3236,M,65.0,68000.0,2018
3237,F,63.0,96000.0,2017
3239,F,79.0,66000.0,2014
3240,M,53.0,44000.0,2018
3241,M,52.0,38000.0,2016
3243,F,64.0,118000.0,2016
3245,F,63.0,64000.0,2017
3246,M,18.0,51000.0,2018
3247,F,66.0,83000.0,2018
3248,M,70.0,82000.0,2017
3249,F,66.0,59000.0,2017
3250,F,42.0,98000.0,2016
3251,F,75.0,68000.0,2018
3252,M,20.0,47000.0,2017
3253,F,19.0,55000.0,2017
3254,F,21.0,40000.0,2017
3256,F,59.0,87000.0,2017
3258,F,70.0,77000.0,2017
3259,F,23.0,62000.0,2018
3260,F,84.0,96000.0,2017
3263,F,62.0,85000.0,2018
3264,F,43.0,88000.0,2017
3265,F,56.0,119000.0,2017
3267,M,51.0,79000.0,2017
3268,M,59.0,60000.0,2016
3270,M,68.0,64000.0,2014
3271,M,80.0,31000.0,2017
3272,F,50.0,97000.0,2017
3273,M,68.0,77000.0,2016
3274,M,53.0,88000.0,2018
3275,F,19.0,54000.0,2017
3276,M,43.0,49000.0,2014
3277,F,53.0,83000.0,2016
3280,F,65.0,78000.0,2015
3281,M,72.0,100000.0,2018
3282,M,50.0,65000.0,2018
3283,M,50.0,94000.0,2018
3284,F,63.0,94000.0,2017
3285,M,40.0,68000.0,2015
3286,F,54.0,43000.0,2018
3287,M,47.0,35000.0,2017
3288,M,40.0,38000.0,2015
3290,M,59.0,45000.0,2017
3291,M,38.0,77000.0,2018
3292,F,52.0,63000.0,2018
3293,F,81.0,86000.0,2017
3294,F,79.0,53000.0,2018
3295,M,47.0,50000.0,2018
3296,F,84.0,96000.0,2017
3297,F,73.0,65000.0,2018
3298,M,90.0,89000.0,2017
3299,M,54.0,66000.0,2015
3300,F,80.0,109000.0,2017
3301,M,58.0,71000.0,2018
3302,M,60.0,52000.0,2017
3303,M,82.0,96000.0,2018
3304,M,48.0,77000.0,2018
3305,M,49.0,81000.0,2018
3306,F,54.0,89000.0,2017
3308,M,57.0,34000.0,2018
3309,O,39.0,42000.0,2018
3310,M,74.0,65000.0,2016
3311,F,42.0,51000.0,2017
3312,F,52.0,44000.0,2018
3313,M,53.0,64000.0,2016
3315,F,57.0,51000.0,2018
3316,M,60.0,82000.0,2017
3318,M,52.0,64000.0,2018
3319,M,77.0,54000.0,2017
3320,M,31.0,68000.0,2017
3321,M,45.0,55000.0,2017
3322,F,36.0,52000.0,2017
3323,M,86.0,73000.0,2018
3324,F,62.0,44000.0,2014
3327,F,53.0,91000.0,2015
3329,M,45.0,50000.0,2017
3330,F,47.0,64000.0,2016
3331,F,64.0,71000.0,2017
3333,F,50.0,33000.0,2018
3334,F,72.0,74000.0,2018
3335,F,22.0,36000.0,2016
3336,M,41.0,47000.0,2015
3337,M,48.0,51000.0,2018
3338,M,48.0,58000.0,2018
3339,M,56.0,85000.0,2017
3340,F,48.0,59000.0,2016
3341,M,55.0,42000.0,2017
3343,M,69.0,41000.0,2014
3344,F,64.0,66000.0,2016
3345,M,51.0,75000.0,2017
3346,M,26.0,61000.0,2014
3347,M,40.0,59000.0,2017
3348,M,52.0,81000.0,2017
3349,M,87.0,45000.0,2017
3350,M,82.0,72000.0,2018
3351,M,63.0,39000.0,2017
3352,M,53.0,82000.0,2018
3353,F,80.0,116000.0,2017
3354,M,45.0,35000.0,2017
3358,M,50.0,84000.0,2016
3359,M,59.0,63000.0,2018
3360,F,55.0,107000.0,2017
3361,F,36.0,70000.0,2017
3362,M,62.0,73000.0,2016
3363,M,92.0,38000.0,2018
3364,F,28.0,58000.0,2017
3365,F,59.0,78000.0,2017
3366,F,69.0,52000.0,2018
3367,F,40.0,57000.0,2017
3368,M,63.0,105000.0,2017
3369,M,46.0,74000.0,2015
3370,F,77.0,83000.0,2015
3371,M,58.0,91000.0,2016
3373,F,56.0,73000.0,2017
3374,M,67.0,62000.0,2014
3376,M,54.0,69000.0,2017
3377,F,77.0,70000.0,2018
3378,M,68.0,33000.0,2018
3380,O,28.0,30000.0,2017
3381,F,33.0,73000.0,2018
3382,F,41.0,60000.0,2017
3384,M,55.0,94000.0,2016
3385,F,50.0,59000.0,2017
3386,F,73.0,84000.0,2015
3387,M,66.0,31000.0,2016
3388,M,77.0,57000.0,2016
3389,F,57.0,55000.0,2017
3391,M,54.0,41000.0,2016
3392,F,62.0,89000.0,2017
3394,F,58.0,116000.0,2018
3395,M,34.0,72000.0,2015
3396,M,57.0,67000.0,2016
3397,F,36.0,58000.0,2018
3398,F,38.0,58000.0,2017
3399,M,59.0,36000.0,2014
3400,F,48.0,118000.0,2017
3401,M,56.0,72000.0,2017
3403,M,81.0,76000.0,2018
3404,M,78.0,62000.0,2014
3405,M,31.0,51000.0,2018
3406,M,23.0,33000.0,2018
3407,M,76.0,58000.0,2018
3408,F,61.0,78000.0,2018
3409,F,38.0,72000.0,2017
3410,M,53.0,52000.0,2017
3411,M,53.0,84000.0,2017
3412,M,67.0,87000.0,2017
3413,F,77.0,87000.0,2016
3414,M,73.0,80000.0,2016
3415,F,64.0,58000.0,2018
3416,M,67.0,89000.0,2018
3417,M,54.0,31000.0,2017
3418,F,67.0,92000.0,2017
3419,M,78.0,78000.0,2016
3420,M,66.0,70000.0,2016
3421,M,34.0,44000.0,2014
3422,M,49.0,82000.0,2017
3423,M,24.0,57000.0,2017
3424,M,59.0,102000.0,2017
3425,M,61.0,53000.0,2016
3426,M,33.0,64000.0,2017
3427,M,66.0,35000.0,2018
3428,F,83.0,104000.0,2018
3429,M,54.0,109000.0,2017
3432,F,62.0,96000.0,2018
3434,F,65.0,112000.0,2017
3435,M,75.0,79000.0,2018
3436,F,44.0,84000.0,2015
3437,M,74.0,67000.0,2017
3438,F,60.0,86000.0,2017
3439,M,26.0,73000.0,2015
3440,F,57.0,66000.0,2017
3441,F,91.0,89000.0,2018
3443,F,62.0,46000.0,2016
3444,M,79.0,47000.0,2015
3445,M,33.0,51000.0,2017
3447,F,23.0,65000.0,2018
3448,M,42.0,56000.0,2018
3449,M,68.0,68000.0,2017
3450,F,52.0,68000.0,2016
3451,F,48.0,72000.0,2017
3452,M,37.0,74000.0,2017
3453,F,73.0,39000.0,2017
3454,M,35.0,35000.0,2017
3455,M,55.0,87000.0,2015
3456,F,51.0,73000.0,2018
3457,F,53.0,55000.0,2018
3459,M,59.0,48000.0,2017
3460,F,56.0,110000.0,2017
3461,M,54.0,67000.0,2018
3462,M,47.0,54000.0,2018
3464,M,63.0,32000.0,2018
3465,F,64.0,73000.0,2016
3466,F,21.0,39000.0,2015
3467,F,52.0,112000.0,2016
3468,F,70.0,80000.0,2015
3469,M,24.0,50000.0,2018
3470,M,45.0,36000.0,2016
3471,M,18.0,60000.0,2013
3472,M,52.0,32000.0,2017
3473,M,39.0,51000.0,2017
3474,M,47.0,59000.0,2017
3475,M,32.0,49000.0,2016
3476,F,46.0,41000.0,2017
3477,F,64.0,30000.0,2018
3478,M,38.0,43000.0,2018
3479,M,51.0,71000.0,2017
3480,M,65.0,50000.0,2015
